Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
08/2023;MRS;Sucata;Eldorado;MG;Itaguai;RJ;451;252.620
08/2023;MRS;Veículos;Parque Industrial;MG;Piaçaguera;SP;585;457.849
08/2023;RMC;Açúcar;Iturama;MG;Conceiçãozinha;SP;30.694;27.861.096
08/2023;RMC;Açúcar;Iturama;MG;Santos;SP;92.954;83.755.451
08/2023;RMC;Adubo Orgânico a Granel;Conceiçãozinha;SP;Rio Verde;GO;18.611;22.671.810
08/2023;RMC;Adubo Orgânico a Granel;Cubatão;SP;Rio Verde;GO;11.185;13.391.363
08/2023;RMC;Cloreto de Potássio;Conceiçãozinha;SP;Rio Verde;GO;31.925;38.893.513
08/2023;RMC;Cloreto de Potássio;Cubatão;SP;Rio Verde;GO;7.731;9.279.202
08/2023;RMC;Farelo de Soja;Rio Verde;GO;Santos;SP;82.836;100.439.229
08/2023;RMC;Grãos - Milho;Rio Verde;GO;Conceiçãozinha;SP;221.211;269.348.794
08/2023;RMC;Grãos - Milho;Rio Verde;GO;Santos;SP;318.104;384.890.280
08/2023;RMC;Grãos - Milho;São Simão;GO;Conceiçãozinha;SP;32.441;32.308.927
08/2023;RMC;Grãos - Milho;São Simão;GO;Santos;SP;27.597;27.300.758
08/2023;RMC;Soja;São Simão;GO;Conceiçãozinha;SP;15.745;15.680.899
08/2023;RMC;Soja;São Simão;GO;Santos;SP;190;187.958
08/2023;RMN;Álcool;Chapadao do Sul;MS;Replan;SP;55.979;52.685.994
08/2023;RMN;Álcool;Rondonópolis;MT;Replan;SP;125.504;174.803.789
08/2023;RMN;Álcool;T. Olacyr F. Morais;MS;Replan;SP;5.589;5.886.658
08/2023;RMN;Celulose;Aparecida do Taboado;MS;Barnabé;SP;171.668;159.011.549
08/2023;RMN;Contêiner cheio 53 pés;Rondonópolis;MT;Boa Vista Nova;SP;535;735.105
08/2023;RMN;Contêiner Cheio de 20 Pés;Rondonópolis;MT;Cubatão;SP;6.739;10.971.651
08/2023;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Boa Vista Nova;SP;10.586;14.545.480
08/2023;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Boa Vista Velha;SP;47.171;64.570.636
08/2023;RMN;Contêiner Cheio de 40 Pés;Rondonópolis;MT;Cubatão;SP;48.904;79.630.932
08/2023;RMN;Contêiner Vazio de 20 Pés;Rondonópolis;MT;Cubatão;SP;35;56.982
08/2023;RMN;Contêiner Vazio de 40 Pés;Rondonópolis;MT;Boa Vista Nova;SP;148;202.784
08/2023;RMN;Contêiner Vazio de 40 Pés;Rondonópolis;MT;Boa Vista Velha;SP;15;20.532
08/2023;RMN;Contêiner Vazio de 40 Pés;Rondonópolis;MT;Cubatão;SP;120;195.525
08/2023;RMN;Farelo de Soja;Alto Araguaia;MT;Santos;SP;84.243;118.021.167
08/2023;RMN;Farelo de Soja;Rondonópolis;MT;Santos;SP;382.767;628.629.370
08/2023;RMN;Grãos - Milho;Alto Araguaia;MT;Conceiçãozinha;SP;58.632;82.748.840
08/2023;RMN;Grãos - Milho;Chapadao do Sul;MS;Conceiçãozinha;SP;18.519;22.190.241
08/2023;RMN;Grãos - Milho;Chapadao do Sul;MS;Santos;SP;116.340;138.628.290
08/2023;RMN;Grãos - Milho;Rondonópolis;MT;Conceiçãozinha;SP;481.803;793.660.839
08/2023;RMN;Grãos - Milho;Rondonópolis;MT;Santos;SP;817.769;1.342.202.632
08/2023;RMN;Óleo Diesel;Rondonópolis;MT;Replan;SP;6.517;9.078.063
08/2023;RMN;Soja;Itiquira;MT;Conceiçãozinha;SP;37.284;56.756.870
08/2023;RMN;Soja;Itiquira;MT;Estação TUF;SP;65.471;98.674.277
08/2023;RMN;Soja;Itiquira;MT;Santos;SP;14.703;22.284.182
08/2023;RMN;Soja;Rondonópolis;MT;Santos;SP;866;1.423.874
08/2023;RMO;Minério de Ferro;Antônio Maria Coelho;MS;Porto Esperança;MS;249.645;11.602.251
08/2023;RMP;Açúcar;Boa Vista Nova;SP;Santos;SP;97;26.284
08/2023;RMP;Açúcar;Boa Vista Velha;SP;Santos;SP;14.881;4.039.712
08/2023;RMP;Açúcar;Pradopolis;SP;Conceiçãozinha;SP;14.727;8.042.856
08/2023;RMP;Açúcar;Rio Preto Paulista;SP;Santos;SP;29.755;19.954.358
08/2023;RMP;Açúcar;Santa Adélia;SP;Santos;SP;37.980;22.106.370
08/2023;RMP;Açúcar;Votuporanga;SP;Santos;SP;43.060;33.351.691
08/2023;RMP;Adubo Orgânico a Granel;Conceiçãozinha;SP;Rio Verde;GO;3.274;3.961.729
08/2023;RMP;Adubo Orgânico a Granel;Conceiçãozinha;SP;Rondonópolis;MT;191.859;316.594.170
08/2023;RMP;Adubo Orgânico a Granel;Cubatão;SP;Rondonópolis;MT;19.614;31.986.022
08/2023;RMP;Cloreto de Potássio;Conceiçãozinha;SP;Rondonópolis;MT;26.783;44.141.355
08/2023;RMP;Cloreto de Potássio;Cubatão;SP;Rondonópolis;MT;7.549;12.319.590
08/2023;RMP;Contêiner Cheio de 20 Pés;Cubatão;SP;Rondonópolis;MT;616;1.002.899
08/2023;RMP;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Rondonópolis;MT;213;291.863
08/2023;RMP;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Rondonópolis;MT;30.718;42.048.731
08/2023;RMP;Contêiner Cheio de 40 Pés;Cubatão;SP;Rondonópolis;MT;3.203;5.214.749
08/2023;RMP;Contêiner Vazio de 20 Pés;Cubatão;SP;Rondonópolis;MT;503;820.604
08/2023;RMP;Contêiner Vazio de 40 Pés;Boa Vista Velha;SP;Cubatão;SP;89;23.070
08/2023;RMP;Contêiner Vazio de 40 Pés;Boa Vista Velha;SP;Rondonópolis;MT;1.862;2.548.822
08/2023;RMP;Contêiner Vazio de 40 Pés;Cubatão;SP;Rondonópolis;MT;6.207;10.126.223
08/2023;RMP;Farelo de Soja;Fernandopolis;SP;Santos;SP;13.491;10.875.877
08/2023;RMP;Gasolina;Replan;SP;Rondonópolis;MT;10.759;14.942.718
08/2023;RMP;Gasolina;Replan;SP;T. Olacyr F. Morais;MS;3.220;3.402.235
08/2023;RMP;Óleo Diesel;Replan;SP;Rio Preto Paulista;SP;8.026;3.375.679
08/2023;RMP;Óleo Diesel;Replan;SP;Rondonópolis;MT;102.861;143.026.522
08/2023;RMP;Óleo Diesel;Replan;SP;T. Olacyr F. Morais;MS;13.207;13.954.449
08/2023;RMS;Açúcar;Londrina;PR;D Pedro II;PR;47.563;30.012.632
08/2023;RMS;Açúcar;Marialva;PR;D Pedro II;PR;146.472;90.839.878
08/2023;RMS;Açúcar;Maringa;PR;D Pedro II;PR;176.596;115.097.723
08/2023;RMS;Açúcar;Rolandia;PR;D Pedro II;PR;119.833;73.807.137
08/2023;RMS;Adubo Orgânico a Granel;Cascavel;PR;São Francisco do Sul;SC;1.000;841.469
08/2023;RMS;Adubo Orgânico a Granel;D Pedro II;PR;Cará-Cará;PR;718;172.231
08/2023;RMS;Adubo Orgânico a Granel;km 5;PR;Cascavel;PR;4.896;3.576.404
08/2023;RMS;Adubo Orgânico a Granel;km 5;PR;Maringa;PR;1.538;995.751
08/2023;RMS;Adubo Orgânico a Granel;Rio Grande;RS;Cruz Alta;RS;7.017;5.178.136
08/2023;RMS;Álcool;Eng. Vicente Montanha;PR;Araucária Terminal;PR;181;92.974
08/2023;RMS;Álcool;Eng. Vicente Montanha;PR;Pátio Industrial;RS;6.232;7.748.257
08/2023;RMS;Álcool;Londrina;PR;Araucária Terminal;PR;7.177;3.631.704
08/2023;RMS;Álcool;Londrina;PR;Pátio Industrial;RS;2.352;2.906.253
08/2023;RMS;Álcool;Ourinhos;SP;Araucária Terminal;PR;2.940;2.125.780
08/2023;RMS;Álcool;Ourinhos;SP;Pátio Industrial;RS;512;743.775
08/2023;RMS;Álcool;Sarandi;PR;Araucária Terminal;PR;6.452;3.296.525
08/2023;RMS;Álcool;Sarandi;PR;General Luz;RS;36.499;44.314.782
08/2023;RMS;Álcool;Sarandi;PR;Pátio Industrial;RS;1.349;1.673.519
08/2023;RMS;Calcário Corretivo;Tranqueira;PR;Maringa;PR;4.052;2.377.713
08/2023;RMS;Celulose;Ortigueira;PR;km 5;PR;40.960;18.722.775
08/2023;RMS;Cimento acondicionado;Apiai;SP;Londrina;PR;15.868;9.168.419
08/2023;RMS;Cimento acondicionado;Apiai;SP;Uvaranas;PR;16.012;3.114.686
08/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Cascavel;PR;9.924;6.802.921
08/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Londrina;PR;10.943;6.365.663
08/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Maringa;PR;22.904;13.798.743
08/2023;RMS;Clínquer;Rio Branco do Sul;PR;Pátio Industrial;RS;22.840;20.361.014
08/2023;RMS;Cloreto de Potássio;D Pedro II;PR;Cará-Cará;PR;670;160.717
08/2023;RMS;Cloreto de Potássio;D Pedro II;PR;Maringa;PR;970;632.205
08/2023;RMS;Cloreto de Potássio;Rio Grande;RS;Cruz Alta;RS;5.993;4.422.486
08/2023;RMS;Cloreto de Potássio;São Francisco do Sul;SC;Cascavel;PR;1.693;1.424.607
08/2023;RMS;Contêiner Cheio de 20 Pés;Cambe;PR;D Pedro II;PR;6.711;4.186.778
08/2023;RMS;Contêiner Cheio de 40 Pés;Cambe;PR;D Pedro II;PR;45.731;28.530.107
08/2023;RMS;Contêiner Cheio de 40 Pés;Cascavel;PR;D Pedro II;PR;37.536;27.581.415
08/2023;RMS;Contêiner Cheio de 40 Pés;D Pedro II;PR;Cascavel;PR;393;288.776
08/2023;RMS;Contêiner Cheio de 40 Pés;Ortigueira;PR;D Pedro II;PR;45.821;21.142.863
08/2023;RMS;Contêiner Vazio de 20 Pés;D Pedro II;PR;Cambe;PR;342;213.362
08/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Cambe;PR;4.834;3.015.777
08/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Cascavel;PR;3.821;2.807.666
08/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Ortigueira;PR;5.093;2.350.027
08/2023;RMS;Farelo de Soja;Cruz Alta;RS;Rio Grande;RS;25.544;18.849.990
08/2023;RMS;Farelo de Soja;Desvio Ribas;PR;D Pedro II;PR;85.329;19.637.956
08/2023;RMS;Farelo de Soja;Ijuí;RS;Rio Grande;RS;25.491;20.174.546
08/2023;RMS;Farelo de Soja;Londrina;PR;D Pedro II;PR;8.186;5.165.430
08/2023;RMS;Farelo de Soja;Maringa;PR;D Pedro II;PR;8.994;5.861.902
08/2023;RMS;Fosfato;km 5;PR;Cará-Cará;PR;7.728;1.820.353
08/2023;RMS;Fosfato;Rio Grande;RS;Cruz Alta;RS;2.312;1.706.121
08/2023;RMS;Gasolina;Araucária Terminal;PR;Eng. Vicente Montanha;PR;5.326;2.735.806
08/2023;RMS;Gasolina;Araucária Terminal;PR;Lages;SC;2.144;854.008
08/2023;RMS;Gasolina;Araucária Terminal;PR;Londrina;PR;8.266;4.182.760
08/2023;RMS;Gasolina;Araucária Terminal;PR;Ourinhos;SP;484;349.958
08/2023;RMS;Gasolina;Araucária Terminal;PR;Sarandi;PR;1.775;906.902
08/2023;RMS;Gasolina;Pátio Industrial;RS;Cruz Alta;RS;640;286.263
08/2023;RMS;Gasolina;Pátio Industrial;RS;Eng. Vicente Montanha;PR;1.710;2.126.046
08/2023;RMS;Gasolina;Pátio Industrial;RS;Ijuí;RS;254;127.198
08/2023;RMS;Gasolina;Pátio Industrial;RS;Lages;SC;3.204;1.337.498
08/2023;RMS;Gasolina;Pátio Industrial;RS;Londrina;PR;371;458.426
08/2023;RMS;Gasolina;Pátio Industrial;RS;Passo Fundo;RS;7.735;2.154.861
08/2023;RMS;Gasolina;Pátio Industrial;RS;Santa Maria;RS;2.751;844.377
08/2023;RMS;Gasolina;Pátio Industrial;RS;Sarandi;PR;1.171;1.447.640
08/2023;RMS;Grãos - Milho;Cruz Alta;RS;Rio Grande;RS;1.860;1.372.572
08/2023;RMS;Grãos - Milho;Londrina;PR;São Francisco do Sul;SC;9.732;7.179.080
08/2023;RMS;Grãos - Milho;Marialva;PR;D Pedro II;PR;91.493;56.742.672
08/2023;RMS;Grãos - Milho;Maringa;PR;D Pedro II;PR;14.534;9.472.649
08/2023;RMS;Grãos - Milho;Maringa;PR;São Francisco do Sul;SC;252.948;191.842.729
08/2023;RMS;Grãos - Milho;Rio Grande;RS;Cruz Alta;RS;1.313;968.917
08/2023;RMS;Grãos - Milho;Rolandia;PR;São Francisco do Sul;SC;6.247;4.511.445
08/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Eng. Vicente Montanha;PR;25.831;13.268.608
08/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Lages;SC;740;294.760
08/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Londrina;PR;16.851;8.526.940
08/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Ourinhos;SP;3.612;2.611.674
08/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Sarandi;PR;2.969;1.516.954
08/2023;RMS;Óleo Diesel;D Pedro II;PR;Araucária Terminal;PR;20.643;2.580.124
08/2023;RMS;Óleo Diesel;D Pedro II;PR;Eng. Vicente Montanha;PR;1.033;659.734
08/2023;RMS;Óleo Diesel;D Pedro II;PR;Londrina;PR;1.426;899.816
08/2023;RMS;Óleo Diesel;D Pedro II;PR;Sarandi;PR;992;626.545
08/2023;RMS;Óleo Diesel;Ijuí;RS;Araucária Terminal;PR;3.055;3.885.736
08/2023;RMS;Óleo Diesel;Passo Fundo;RS;Araucária Terminal;PR;10.689;9.085.799
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Cruz Alta;RS;351;156.997
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Eng. Vicente Montanha;PR;10.468;13.014.889
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Ijuí;RS;3.110;1.557.434
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Lages;SC;11.630;4.854.902
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Londrina;PR;2.949;3.643.937
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Passo Fundo;RS;21.701;6.045.591
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Santa Maria;RS;2.433;746.771
08/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Sarandi;PR;1.960;2.423.036
08/2023;RMS;Produtos Químicos;Ijuí;RS;Pátio Industrial;RS;1.881;941.972
08/2023;RMS;Soja;Cacequi;RS;Rio Grande;RS;31.690;15.280.535
08/2023;RMS;Soja;Cascavel;PR;D Pedro II;PR;15.947;11.717.836
08/2023;RMS;Soja;Cruz Alta;RS;Rio Grande;RS;69.163;51.038.278
08/2023;RMS;Soja;D Pedro II;PR;Maringa;PR;41;26.722
08/2023;RMS;Soja;Ijuí;RS;Rio Grande;RS;3.825;3.027.248
08/2023;RMS;Soja;J.De Castilhos;RS;Rio Grande;RS;23.027;15.166.385
08/2023;RMS;Soja;Londrina;PR;D Pedro II;PR;91.629;57.818.627
08/2023;RMS;Soja;Londrina;PR;São Francisco do Sul;SC;440;324.578
08/2023;RMS;Soja;Marialva;PR;D Pedro II;PR;65.697;40.744.352
08/2023;RMS;Soja;Marialva;PR;São Francisco do Sul;SC;7.197;5.231.181
08/2023;RMS;Soja;Maringa;PR;D Pedro II;PR;18.427;12.009.937
08/2023;RMS;Soja;Maringa;PR;Rio Grande;RS;2.023;4.271.647
08/2023;RMS;Soja;Maringa;PR;São Francisco do Sul;SC;56.283;42.686.551
08/2023;RMS;Soja;Rolandia;PR;D Pedro II;PR;9.446;5.778.760
08/2023;RMS;Soja;Rolandia;PR;Rio Grande;RS;1.992;4.133.978
08/2023;RMS;Soja;Santo Ângelo;RS;Rio Grande;RS;3.825;3.235.784
08/2023;RMS;Soja;Tigre;RS;Rio Grande;RS;1.781;993.851
08/2023;RMS;Soja;Tupancireta;RS;Rio Grande;RS;3.212;2.193.555
08/2023;RMS;Ureia;km 5;PR;Maringa;PR;1.144;740.663
09/2023;EFC;Cobre;Paraupebas;PA;Ponta da Madeira Cobre;MA;93.907;81.886.904
09/2023;EFC;Ferro Gusa;Açailândia;MA;Ponta da Madeira Pêra do Píer;MA;37.648;19.791.553
09/2023;EFC;Ferro Gusa;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;29.285;21.984.247
09/2023;EFC;Gasolina;Itaqui Base Combustível;MA;Açailândia;MA;8.550;4.471.650
09/2023;EFC;Gasolina;Itaqui Base Combustível;MA;Marabá;PA;8.397;6.280.956
09/2023;EFC;Manganês;Marabá;PA;Ponta da Madeira Pêra do Píer;MA;20.783;15.601.798
09/2023;EFC;Minério de Ferro;Açailândia;MA;Ponta da Madeira;MA;90.028;46.184.364
09/2023;EFC;Minério de Ferro;Carajás;PA;Açailândia;MA;102.846;38.875.788
09/2023;EFC;Minério de Ferro;Carajás;PA;Marabá;PA;19.691;3.012.723
09/2023;EFC;Minério de Ferro;Carajás;PA;Ponta da Madeira;MA;9.191.998;8.190.070.218
09/2023;EFC;Minério de Ferro;Marabá;PA;Ponta da Madeira;MA;69.018;50.935.284
09/2023;EFC;Minério de Ferro;Serra Leste;PA;Ponta da Madeira;MA;389.892;324.133.593
09/2023;EFC;Minério de Ferro;Serra Sul;PA;Ponta da Madeira;MA;6.891.609;6.522.122.273
09/2023;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Açailândia;MA;28.487;14.898.701
09/2023;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Marabá;PA;39.371;29.449.508
09/2023;EFPO;Cimento acondicionado;Agrária;PR;Cascavel;PR;7.468;1.796.785
09/2023;EFPO;Soja;Cascavel;PR;Agrária;PR;2.624;631.328
09/2023;EFVM;Antracito;Tubarão;ES;Intendente Câmara;MG;20.339;8.809.043
09/2023;EFVM;Antracito;Tubarão;ES;Ouro Branco;MG;16.638;11.162.034
09/2023;EFVM;Carvão Mineral;Aroaba;ES;Intendente Câmara;MG;2.224;915.022
09/2023;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;10.640;5.574.232
09/2023;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;36.284;15.714.999
09/2023;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;129.552;86.913.327
09/2023;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;47.902;17.751.187
09/2023;EFVM;Cloreto de Potássio;Tubarão;ES;Brejo Alegre;MG;18.132;25.491.940
09/2023;EFVM;Cloreto de Potássio;Tubarão;ES;Eng. Adelmar;MG;3.941;3.808.566
09/2023;EFVM;Contêiner Cheio de 20 Pés;Eng. Costa Lacerda;MG;Batista Almeida;MG;115;47.099
09/2023;EFVM;Contêiner Cheio de 20 Pés;Tubarão;ES;Nova Granja;MG;9.562;6.511.358
09/2023;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;40.162;28.937.601
09/2023;EFVM;Coque Metalúrgico;Ouro Branco;MG;Intendente Câmara;MG;6.836;1.625.361
09/2023;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;23.954;12.549.356
09/2023;EFVM;Coque Metalúrgico;Tubarão;ES;Intendente Câmara;MG;8.385;3.631.635
09/2023;EFVM;Ferro Gusa;Aroaba;ES;Pedro Nolasco;ES;29.476;709.572
09/2023;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;5.107;3.273.699
09/2023;EFVM;Ferro Gusa;Funil;MG;Tubarão;ES;8.076;5.157.567
09/2023;EFVM;Fosfato;Tubarão;ES;Brejo Alegre;MG;61.071;85.860.265
09/2023;EFVM;Fosfato;Tubarão;ES;Eng. Adelmar;MG;7.789;7.527.257
09/2023;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;1.730.271;1.010.500.750
09/2023;EFVM;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;63.134;13.693.636
09/2023;EFVM;Minério de Ferro;Capitão Eduardo;MG;Mário Carvalho;MG;16.919;3.435.809
09/2023;EFVM;Minério de Ferro;Capitão Eduardo;MG;Tubarão;ES;5.767;3.748.601
09/2023;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.390.701;755.864.062
09/2023;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;1.198.512;712.501.000
09/2023;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;930.404;504.349.671
09/2023;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;176.103;78.706.593
09/2023;EFVM;Minério de Ferro;Ouro Branco;MG;Piraqueaçu;ES;14.376;8.600.326
09/2023;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;369.494;247.884.654
09/2023;EFVM;Minério de Ferro;Pátio 206;MG;Tubarão;ES;192.389;114.862.004
09/2023;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;20.300;1.474.470
09/2023;EFVM;Minério de Ferro;Timbopeba;MG;Piraqueaçu;ES;15.062;8.107.980
09/2023;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;259.081;158.283.203
09/2023;EFVM;Minério de Ferro;Tubarão;ES;Aroaba;ES;2.233;48.411
09/2023;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;17.447;7.556.487
09/2023;EFVM;Minério de Ferro;Tubarão;ES;Piraqueaçu;ES;2.460;178.679
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Capitão Eduardo;MG;24.693;5.355.857
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;8.111;1.812.240
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Couto e Silva;MG;1.876;476.419
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;40.772;10.167.105
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;30.615;6.819.944
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;10.482;4.539.868
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Capitão Eduardo;MG;2.684;545.046
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Pedreira Rio das Velhas;MG;98;19.261
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Lafaiete Bandeira;MG;20.580;13.497.925
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Mário Carvalho;MG;560;250.283
09/2023;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;5.707;3.834.988
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;3.004;1.505.063
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;13.895;1.714.015
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;9.575;1.381.916
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;5.294;1.080.717
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;1.264;183.690
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;3.689;1.951.652
09/2023;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;742;497.789
09/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;8.125;1.762.296
09/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;1.224;273.478
09/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;8.605;1.916.889
09/2023;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;16.121;6.982.182
09/2023;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;150;30.459
09/2023;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;3.578;2.400.394
09/2023;EFVM;Prd. Siderúrgicos - Outros;Pedro Nolasco;ES;Pedreira Rio das Velhas;MG;2.833;1.829.748
09/2023;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Lafaiete Bandeira;MG;3.182;708.838
09/2023;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Tubarão;ES;563;243.841
09/2023;EFVM;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Intendente Câmara;MG;20.153;4.489.382
09/2023;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;22.542;15.122.886
09/2023;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Governador Valadares;MG;1.256;405.077
09/2023;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;34.152;14.791.606
09/2023;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;8.957;6.009.036
09/2023;EFVM;Prd. Siderúrgicos - Tarugo;Pedro Nolasco;ES;João Monlevade;MG;1.172;620.043
09/2023;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;22.975;2.495.864
09/2023;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;34.902;5.960.214
09/2023;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;11.530;16.210.129
09/2023;EFVM;Ureia;Tubarão;ES;Eng. Adelmar;MG;4.382;4.234.747
09/2023;FCA;Açúcar;Guará;SP;Conceiçãozinha;SP;18.716;12.260.848
09/2023;FCA;Açúcar;Guará;SP;Estação TUF;SP;388.446;248.577.255
09/2023;FCA;Açúcar;Guará;SP;Santos;SP;24.038;15.587.128
09/2023;FCA;Açúcar;Mato Seco;SP;Estação TUF;SP;4.700;1.692.582
09/2023;FCA;Açúcar;Ribeirão Preto;SP;Estação TUF;SP;6.251;3.419.051
09/2023;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;43.239;24.016.577
09/2023;FCA;Açúcar;Terminal Integrador Uberaba;MG;Estação TUF;SP;146.532;121.279.632
09/2023;FCA;Areia;Capitão Eduardo;MG;Carreira Comprida;MG;45.281;295.774
09/2023;FCA;Areia;Roncador Novo;GO;Brasília;DF;4.481;1.095.904
09/2023;FCA;Bauxita;Bauxita;MG;Alumínio;SP;32.030;8.961.833
09/2023;FCA;Bauxita;Brasília;DF;Alumínio;SP;100.208;115.668.992
09/2023;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;10.469;16.385.355
09/2023;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;103.453;48.261.651
09/2023;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;16.214;4.440.544
09/2023;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;24.534;16.706.721
09/2023;FCA;Celulose;LD Celulose;MG;Aracruz;ES;31.232;42.073.439
09/2023;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;45.000;20.992.860
09/2023;FCA;Cloreto de Potássio;Estação TUF;SP;Valefertil;MG;23.681;16.458.270
